iter	Logloss
1512	0.1955644878
1513	0.1955461991
1514	0.1955313699
1515	0.1955093499
1516	0.1954844627
1517	0.195468082
1518	0.1954548182
1519	0.1954349444
1520	0.1954224576
1521	0.1954049566
1522	0.1953887476
1523	0.1953770795
1524	0.1953548588
1525	0.1953425582
1526	0.1953229566
1527	0.1953042989
1528	0.1952855456
1529	0.195271771
1530	0.1952480271
1531	0.1952330645
1532	0.1952179264
1533	0.1952083048
1534	0.1951955849
1535	0.1951732556
1536	0.1951554295
1537	0.1951404805
1538	0.1951175217
1539	0.1951011909
1540	0.1950819535
1541	0.195063053
1542	0.1950445904
1543	0.1950211143
1544	0.1949981539
1545	0.1949819059
1546	0.1949629475
1547	0.1949444212
1548	0.1949280633
1549	0.1949020024
1550	0.1948828542
1551	0.1948689261
1552	0.1948513768
1553	0.194829934
1554	0.1948135524
1555	0.1947940711
1556	0.1947816272
1557	0.1947626121
1558	0.1947428985
1559	0.1947144683
1560	0.1946909897
1561	0.1946764698
1562	0.1946507937
1563	0.1946345793
1564	0.1946218866
1565	0.1946021199
1566	0.1945865063
1567	0.194567902
1568	0.194552364
1569	0.1945362667
1570	0.1945161671
1571	0.1944872622
1572	0.1944694151
1573	0.1944433652
1574	0.1944183464
1575	0.1944040925
1576	0.1943834732
1577	0.1943707128
1578	0.1943481163
1579	0.1943289443
1580	0.1943025825
1581	0.1942847948
1582	0.1942641487
1583	0.1942410725
1584	0.1942270214
1585	0.1942078436
1586	0.1941910188
1587	0.194165598
1588	0.1941496951
1589	0.1941348555
1590	0.1941174551
1591	0.1941048763
1592	0.1940856056
1593	0.1940686764
1594	0.1940525639
1595	0.194030397
1596	0.1940043046
1597	0.1939920669
1598	0.1939823396
1599	0.1939659829
1600	0.1939564211
1601	0.1939382031
1602	0.1939202748
1603	0.1939009348
1604	0.1938758099
1605	0.1938553874
1606	0.1938434165
1607	0.1938286573
1608	0.1938052766
1609	0.1937863008
1610	0.1937665571
1611	0.1937482506
1612	0.1937352565
1613	0.1936552929
1614	0.1936149465
1615	0.1935982403
1616	0.1935753543
1617	0.1935619022
1618	0.193544541
1619	0.1935277973
1620	0.1935109132
1621	0.1934921652
1622	0.193472894
1623	0.1934536184
1624	0.1934214154
1625	0.1933772753
1626	0.1933575738
1627	0.1933338948
1628	0.1933122863
1629	0.1932960908
1630	0.1932752788
1631	0.1932598137
1632	0.1932380682
1633	0.1932152485
1634	0.193193824
1635	0.1931766097
1636	0.1931586812
1637	0.1931375417
1638	0.1931227029
1639	0.1931099264
1640	0.1930923403
1641	0.1930720527
1642	0.1930393982
1643	0.1930145984
1644	0.1930017226
1645	0.1929758937
1646	0.1929572479
1647	0.1929423448
1648	0.1929201551
1649	0.1929060023
1650	0.1928945544
1651	0.1928830221
1652	0.1928690112
1653	0.1928486905
1654	0.1928315289
1655	0.1928160237
1656	0.1928005375
1657	0.1927884147
1658	0.1927696275
1659	0.1927503428
1660	0.1927308102
1661	0.1927166996
1662	0.1926954301
1663	0.1926794234
1664	0.1926616579
1665	0.1926498874
1666	0.1926279807
1667	0.1926132547
1668	0.1925957753
1669	0.1925781914
1670	0.1925639476
1671	0.1925489041
1672	0.1925363361
1673	0.1925143342
1674	0.1924978592
1675	0.1924790036
1676	0.1924661174
1677	0.1924456154
1678	0.1924286135
1679	0.1924091698
1680	0.192389243
1681	0.1923718235
1682	0.1923640577
1683	0.1923195566
1684	0.1922974129
1685	0.1922843245
1686	0.1922648816
1687	0.19224748
1688	0.1922244942
1689	0.1922091623
1690	0.1921989075
1691	0.1921779308
1692	0.1921581522
1693	0.1921372391
1694	0.1921168088
1695	0.1921064351
1696	0.1920894442
1697	0.1920700669
1698	0.1920555926
1699	0.192036993
1700	0.1920168543
1701	0.1920015982
1702	0.1919809735
1703	0.1919645322
1704	0.1919514902
1705	0.1919301966
1706	0.191916577
1707	0.1918935335
1708	0.1918694696
1709	0.191857649
1710	0.191831129
1711	0.1918112458
1712	0.1917916845
1713	0.1917738126
1714	0.1917490437
1715	0.1917279376
1716	0.191715199
1717	0.1916908966
1718	0.1916752219
1719	0.1916643087
1720	0.1916431738
1721	0.1916248939
1722	0.1916056042
1723	0.1915810183
1724	0.1915606012
1725	0.1915468099
1726	0.191535925
1727	0.1915188521
1728	0.1915017287
1729	0.1914863611
1730	0.1914651297
1731	0.1914440162
1732	0.1914323009
1733	0.1914156037
1734	0.1913996027
1735	0.1913883413
1736	0.191373423
1737	0.1913371126
1738	0.1913119197
1739	0.1912914404
1740	0.1912802024
1741	0.1912592786
1742	0.1912323426
1743	0.1912135311
1744	0.1911982763
1745	0.1911826993
1746	0.1911692736
1747	0.1911504004
1748	0.191121624
1749	0.1911087213
1750	0.1910914634
1751	0.1910764055
1752	0.1910553617
1753	0.1910361321
1754	0.191024791
1755	0.1910073643
1756	0.1909911265
1757	0.1909798203
1758	0.1909653317
1759	0.1909510236
1760	0.1909313822
1761	0.190880262
1762	0.1908635798
1763	0.1908449845
1764	0.1908248242
1765	0.1908082438
1766	0.1907913026
1767	0.1907785519
1768	0.1907614858
1769	0.1907491252
1770	0.190731496
1771	0.1907004687
1772	0.1906853332
1773	0.1906688686
1774	0.1906511549
1775	0.1906405742
1776	0.1906182102
1777	0.1905927928
1778	0.1905770183
1779	0.1905645215
1780	0.1905473788
1781	0.1905266433
1782	0.1905095387
1783	0.1904946523
1784	0.1904839239
1785	0.1904636785
1786	0.1904474366
1787	0.1904283222
1788	0.1904088826
1789	0.1903954957
1790	0.1903851327
1791	0.1903657445
1792	0.1903517477
1793	0.1903276982
1794	0.1903053745
1795	0.190289588
1796	0.1902775178
1797	0.1902590491
1798	0.1902429998
1799	0.1902237438
1800	0.1902092799
1801	0.1901924509
1802	0.1901700361
1803	0.1901556477
1804	0.1901350718
1805	0.1901220685
1806	0.1901097692
1807	0.1900910667
1808	0.1900768315
1809	0.1900572383
1810	0.1900369017
1811	0.1900156742
1812	0.1900013131
1813	0.189978496
1814	0.1899565065
1815	0.1899406928
1816	0.189924162
1817	0.1899097294
1818	0.1898908996
1819	0.1898784715
1820	0.1898681811
1821	0.1898546038
1822	0.1898323685
1823	0.1898115848
1824	0.1897893225
1825	0.1897751871
1826	0.1897521418
1827	0.1897421435
1828	0.1897252523
1829	0.1897124747
1830	0.1896907362
1831	0.1896801832
1832	0.1896693385
1833	0.1896553003
1834	0.1896348999
1835	0.1896206905
1836	0.189595488
1837	0.1895825137
1838	0.1895674922
1839	0.1895509105
1840	0.1895347478
1841	0.1895178727
1842	0.1894948814
1843	0.1894719466
1844	0.1894528043
1845	0.1894377036
1846	0.1893959905
1847	0.1893806346
1848	0.1893638724
1849	0.1893452489
1850	0.1893251761
1851	0.1893111656
1852	0.1892931055
1853	0.1892866329
1854	0.189265041
1855	0.1892522143
1856	0.1892381712
1857	0.1892249863
1858	0.18921062
1859	0.1891929757
1860	0.1891830021
1861	0.1891695205
1862	0.1891560842
1863	0.1891393144
1864	0.1891296453
1865	0.1891049798
1866	0.1890807148
1867	0.1890671492
1868	0.1890489054
1869	0.1890286807
1870	0.1890061224
1871	0.1889884784
1872	0.1889729831
1873	0.1889594159
1874	0.1889410093
1875	0.1889237365
1876	0.1889048804
1877	0.188881213
1878	0.1888682186
1879	0.1888500909
1880	0.1888329312
1881	0.1888141771
1882	0.1888027784
1883	0.1887883598
1884	0.1887713411
1885	0.1887520191
1886	0.1887435858
1887	0.1887306144
1888	0.1887140645
1889	0.1886912529
1890	0.1886707044
1891	0.1886521401
1892	0.1886306001
1893	0.1886207489
1894	0.1886056214
1895	0.1885908092
1896	0.188575972
1897	0.1885593652
1898	0.1885407
1899	0.1885286855
1900	0.1885164303
1901	0.1884960722
1902	0.1884810349
1903	0.1884565348
1904	0.1884427454
1905	0.188426394
1906	0.1884042008
1907	0.1883892659
1908	0.188371336
1909	0.1883478597
1910	0.1883329077
1911	0.1883139747
1912	0.1882991088
1913	0.1882787075
1914	0.1882653035
1915	0.1882491756
1916	0.1882352139
1917	0.1882117451
1918	0.188185454
1919	0.1881649022
1920	0.188122708
1921	0.18811141
1922	0.1880975188
1923	0.1880823934
1924	0.1880742454
1925	0.1880595686
1926	0.1880141511
1927	0.1880015472
1928	0.1879866946
1929	0.1879717598
1930	0.1879464894
1931	0.1879259852
1932	0.1879063465
1933	0.1878887717
1934	0.1878385154
1935	0.1877979801
1936	0.1877843117
1937	0.1877678476
1938	0.1877472177
1939	0.1877330071
1940	0.1877183315
1941	0.1877024598
1942	0.1876841204
1943	0.1876669983
1944	0.1876479313
1945	0.1876364769
1946	0.1876197218
1947	0.1876030497
1948	0.1875856468
1949	0.1875671489
1950	0.1875563283
1951	0.1875096472
1952	0.1874968433
1953	0.1874750408
1954	0.187463782
1955	0.1874409453
1956	0.1874235997
1957	0.1874066687
1958	0.1873851662
1959	0.1873668283
1960	0.1873518554
1961	0.1873334379
1962	0.1873191637
1963	0.1872952705
1964	0.1872771718
1965	0.1872602028
1966	0.1872443362
1967	0.1872230834
1968	0.1872035178
1969	0.1871880846
1970	0.1871700132
1971	0.1871501148
1972	0.1871304103
1973	0.1871155754
1974	0.187106758
1975	0.1870898814
1976	0.1870787247
1977	0.1870603547
1978	0.1870475897
1979	0.1870322306
1980	0.1870150995
1981	0.1869958842
1982	0.1869763493
1983	0.1869440675
1984	0.186925151
1985	0.1869094666
1986	0.1868873892
1987	0.1868756421
1988	0.1868599333
1989	0.1868496559
1990	0.1868365133
1991	0.1868215455
1992	0.1868059522
1993	0.1867951146
1994	0.186771749
1995	0.186742933
1996	0.1867205408
1997	0.1867102307
1998	0.1866958125
1999	0.186682434
